"";"IDU";"PMID";"study.name";"author_name";"type_Obsv_0_trial_1";"mono0_multi1";"published";"number_follow_up";"d_adm_dis";"rehosp_30_all.cause_all";"death_30_all";"rehosp_365";"death_365";"number_ttt";"all_gender_male";"TIME";"EF_all";"HF_all_n";"all_HT_n";"all_DM_n";"all_CAD.IHD_n";"all_COPD_n";"all_Afib_n";"all_ACE_ARB_adm_n";"all_ACE_ARB_adm_rate";"A_all_diuretic_n";"A_all_diuretic_rate";"A_all_digoxin_n";"A_all_digoxin_rate";"A_all_B_n";"A_all_B_rate";"SBP_all";"AGE_all";"HR_all";"all_gender_male_rate";"country1";"country2";"country3";"country4";"country5";"country6";"country7";"country8";"country9";"country10";"country11";"country12";"country13";"country14";"country15";"country16";"country17";"country18";"country19";"country20";"country21";"country22";"country23";"country24";"country25";"country26";"country27";"country28";"country29";"country30";"country31";"continent";"multicontinent"
"142";"26539964_Behnes";26539964;"Triple head-to-head comparison of fibrotic biomarkers galectin-3, osteopontin and gremlin-1 for long-term prognosis in suspected and proven acute heart failure patients.";"Behnes";0;0;2016;122;NA;NA;NA;NA;25;122;74;2006;39;NA;97,6;52,46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;NA;0,60655737704918;"Israel";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"143";"26544063_Lourenco";26544063;"Is there a heart rate paradox in acute heart failure?";"Lourenco";0;1;2015;564;"0";NA;NA;NA;205;564;249;2010;NA;NA;430,9;230,11;NA;NA;262,26;NA;NA;NA;NA;113,93;0,202003546099291;266,77;0,472996453900709;131;78;NA;0,441489361702128;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"144";"26717213_Pourafkari";26717213;"Predicting outcome in acute heart failure, does it matter?";"Pourafkari";0;0;2015;366;"0";NA;68;NA;NA;366;219;2008;NA;NA;215;112,24;165,91;45,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67,7300546448087;NA;0,598360655737705;"Netherlands";"New.Zealand";"Spain";"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";"Yes"
"145";"26857383_Ong";26857383;"Effectiveness of Remote Patient Monitoring After Discharge of Hospitalized Patients With Heart Failure: The Better Effectiveness After Transition - Heart Failure (BEAT-HF) Randomized Clinical Trial.";"Ong";1;1;2016;1437;"1";318;63;NA;NA;1437;773;2012;42,8507306889353;NA;1162,48;663,99;NA;466,31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;NA;0,537926235212248;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"146";"26869641_Suzuki";26869641;"Trimethylamine N-oxide and prognosis in acute heart failure.";"Suzuki";0;0;2016;972;"0";NA;NA;NA;268;972;593;2008;NA;NA;566,68;328,54;282,85;89,42;441,29;NA;NA;NA;NA;NA;NA;NA;NA;133;78;88;0,610082304526749;"North.Korea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"147";"27004966_Oguri";27004966;"Clinical characteristics of patients hospitalized for acute heart failure according to hospital arrival timing.";"Oguri";0;0;2016;679;NA;NA;38;NA;NA;679;386;2012;NA;NA;415,07;217,77;NA;NA;218,52;NA;NA;NA;NA;NA;NA;NA;NA;158;77,4550810014727;100,0058910162;0,568483063328424;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"148";"27030541_Nunez";27030541;"Iron deficiency and risk of early readmission following a hospitalization for acute heart failure.";"Nunez";0;0;2016;626;"1";103;20;NA;NA;626;325;2014;NA;483,16;403,31;324,69;244,27;150,98;274,96;NA;NA;NA;NA;NA;NA;NA;NA;144,070287539936;73,4218849840256;94,3306709265176;0,519169329073482;"Poland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"149";"27121354_Muhlestein";27121354;"Both initial red cell distribution width (RDW) and change in RDW during heart failure hospitalization are associated with length of hospital stay and 30-day outcomes";"Muhlestein";0;1;2016;6414;"1";475;981;NA;NA;6414;3194;2008;NA;NA;NA;2828,57;1757,44;1558,6;NA;3027,41;0,472000311817898;6093,3;0,95;1635,57;0,255;4310,21;0,672000311817898;NA;78,9;NA;0,497973183660742;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"150";"27145910_Gouda";27145910;"Insights into the importance of the electrocardiogram in patients with acute heart failure.";"Gouda";0;1;2016;816;"0";NA;NA;NA;223;816;444;2010;NA;NA;618,03;309,91;433,41;NA;424,72;400,68;0,491029411764706;743,05;0,910600490196078;90,32;0,110686274509804;551,18;0,67546568627451;134;76,7009803921569;83,8504901960784;0,544117647058823;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"151";"27469321_Okuhara";27469321;"Comparison of salt with low-dose furosemide and carperitide for treating acute decompensated heart failure: a single-center retrospective cohort study.";"Okuhara";0;0;2016;175;"1";12;NA;65;26;175;124;2012;39,6342857142857;NA;125,06;65,94;NA;NA;NA;90,08;0,514742857142857;99,07;0,566114285714286;NA;NA;91,08;0,520457142857143;136,44;72,3657142857143;86,1714285714286;0,708571428571429;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"152";"27611369_Teixeira";27611369;"Clinical benefits of natriuretic peptides and galectin-3 are maintained in old dyspnoeic patients";"Teixeira";0;0;2016;101;"1";NA;NA;NA;18;101;66;2012;NA;51,91;56,25;31,1;NA;5,26;NA;63,3;0,626732673267327;65,01;0,643663366336634;NA;NA;52,05;0,515346534653465;135;73,1584158415842;85,6732673267327;0,653465346534653;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"153";"27631204_Laborde_Casterot";27631204;"Effectiveness of a multidisciplinary heart failure disease management programme on 1-year mortality Prospective cohort study";"Laborde_Casterot";0;1;2016;1816;"1";NA;NA;NA;377;1816;892;2012;45;NA;NA;653,76;NA;410,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77,3;NA;0,491189427312775;"Australia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oceania";NA
"154";"27701482_Chacha_Mwita";27701482;"Presentation and mortality of patients hospitalised with acute heart failure in Botswana.";"Chacha_Mwita";0;0;2017;190;"0";NA;28;NA;NA;193;104;2014;41,8;NA;105,96;29,92;NA;NA;18,91;NA;NA;NA;NA;NA;NA;NA;NA;120;54,2;95,1;0,538860103626943;"Australia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oceania";NA
"155";"27709804_Biegus";27709804;"Impaired hepato-renal function defined by the MELD XI score as prognosticator in acute heart failure.";"Biegus";0;0;2016;203;NA;NA;NA;NA;67;203;154;2012;NA;164,43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126;65;89;0,758620689655172;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"156";"27758007_Breidthardt";27758007;"Impact of haemoconcentration during acute heart failure therapy on mortality and its relationship with worsening renal function.";"Breidthardt";0;0;2017;1019;"0";NA;NA;NA;296;1019;560;2007;45;NA;744,08;312,12;NA;251,67;NA;376,78;0,369754661432777;548,64;0,538410206084396;NA;NA;523,26;0,513503434739941;138,119136408243;79;92,0524043179588;0,549558390578999;"North.Korea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"157";"27774258_Schefold";27774258;"Single baseline serum creatinine measurements predict mortality in critically ill patients hospitalized for acute heart failure.";"Schefold";0;0;2015;618;"0";NA;37;NA;167;618;300;2002;43,4;NA;271,92;203,94;135,96;105,06;320,12;482,04;0,78;512,94;0,83;228,66;0,37;296,64;0,48;129,3;73,3;113,3;0,485436893203884;"Ireland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"158";"27782093_De_Vecchis";27782093;"Effects of Hyponatremia Normalization on the Short-Term Mortality and Rehospitalizations in Patients with Recent Acute Decompensated Heart Failure: A Retrospective Study.";"De_Vecchis";0;1;2016;160;"1";42;10;NA;NA;160;82;2014;40;NA;81,96;50,96;71,68;28,99;45,05;NA;NA;NA;NA;NA;NA;NA;NA;109,55;76,65;96,4;0,5125;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"159";"27818784_Sotiropoulos";27818784;"Red cell distribution width and mortality in acute heart failure patients with preserved and reduced ejection fraction.";"Sotiropoulos";0;0;2016;402;"0";NA;NA;NA;114;402;233;2011;45,5955056179775;251,95;343,14;158,97;NA;58,88;NA;163,12;0,405771144278607;225,08;0,559900497512438;57,07;0,141965174129353;157,09;0,390771144278607;138,869565217391;77,9900497512438;90,7400497512438;0,579601990049751;"Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"160";"27873502_Yang";27873502;"Efficacy and Safety of Intravenous Urapidil for Older Hypertensive Patients with Acute Heart Failure: A Multicenter Randomized Controlled Trial.";"Yang";1;1;2016;180;"1";72;3;NA;NA;180;105;2012;36,645;NA;180;89,95;53,02;NA;51,01;96;0,533333333333333;115,93;0,644055555555556;49,05;0,2725;74;0,411111111111111;NA;77,1966666666667;NA;0,583333333333333;"Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"161";"27912923_Marchetti";27912923;"Predictors of 30-day mortality in patients admitted to ED for acute heart failure.";"Marchetti";0;0;2017;322;"0";NA;59;NA;NA;322;151;2014;NA;285,94;239,89;96,92;105,94;43,79;174,85;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,9;NA;0,468944099378882;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"162";"27983996_Mueller";27983996;"Diagnostic and prognostic accuracy of galectin-3 and soluble ST2 for acute heart failure.";"Mueller";0;0;2016;137;"0";NA;NA;NA;41;137;127;2004;40;64,39;86,31;39,73;80,83;NA;64,39;NA;NA;NA;NA;NA;NA;NA;NA;135;76;86;0,927007299270073;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"163";"28017303_Rothberger";28017303;"Usefulness of Serum Triiodothyronine (T3) to Predict Outcomes in Patients Hospitalized With Acute Heart Failure.";"Rothberger";0;0;2017;137;"1";27;NA;NA;NA;137;75;2013;40;NA;113,71;61,65;NA;16,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75,4;NA;0,547445255474453;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"164";"28126381_Miro";28126381;"The effect of a short-stay unit on hospital admission and length of stay in acute heart failure: REDUCE-AHF study.";"Miro";0;1;2017;5543;"1";NA;168;NA;NA;5767;2559;2010;NA;3616,79;4854,64;2461,7;1722,97;1476,53;2794,46;3291,81;0,570801109762441;3988,81;0,691661175654587;1037,91;0,179973989942778;2126,11;0,368668285070227;NA;NA;NA;0,443731576209468;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"165";"28154584_Youn_(a)";28154584;"Temporal Trends of Hospitalized Patients with Heart Failure in Korea";"Youn_(a)";0;1;2017;1657;"0";NA;NA;NA;298;1657;716;1992;NA;NA;669,43;329,74;NA;NA;152,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,7;NA;0,432106216053108;"Lebanon";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"166";"28154584_Youn_(b)";28154584;"Temporal Trends of Hospitalized Patients with Heart Failure in Korea";"Youn_(b)";0;1;2017;1759;NA;NA;NA;NA;350;1759;931;2000;NA;NA;531,22;450,3;NA;NA;483,72;NA;NA;NA;NA;NA;NA;NA;NA;NA;64,1;NA;0,52927799886299;"Lebanon";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"167";"28154584_Youn_(c)";28154584;"Temporal Trends of Hospitalized Patients with Heart Failure in Korea";"Youn_(c)";0;1;2017;3200;NA;NA;NA;NA;480;3200;1600;2006;NA;NA;1488;976;NA;NA;716,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;67,6;NA;0,5;"Lebanon";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"168";"28262195_Bonilla_Palomas";28262195;"Nutritional Intervention in Malnourished Hospitalized Patients with Heart Failure.";"Bonilla_Palomas";1;1;2016;120;"0";NA;NA;NA;41;120;45;2014;48,5;78;90;57,96;NA;18;NA;87,96;0,733;NA;NA;NA;NA;74,04;0,617;130,9;79,2;79,6;0,375;"Italy";"UK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";"No"
"169";"28302292_Konstam";28302292;"Short-Term Effects of Tolvaptan in Patients With Acute Heart Failure and Volume Overload.";"Konstam";1;1;2017;250;"0";NA;12;NA;NA;250;168;2014;33,976;250;NA;150;NA;NA;101,04;139,76;0,55904;NA;NA;NA;NA;230;0,92;122;68,464;NA;0,672;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"170";"28406038_Miro";28406038;"The GALA study: relationship between galectin-3 serum levels and short- and long-term outcomes of patients with acute heart failure.";"Miro";0;0;2017;115;NA;NA;7;NA;43;115;59;2014;46;65,09;93,96;47,04;31,05;37,03;54,97;NA;NA;NA;NA;NA;NA;NA;NA;150;79;92;0,51304347826087;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"171";"28459958_Pang";28459958;"Biased ligand of the angiotensin II type 1 receptor in patients with acute heart failure: a randomized, double-blind, placebo-controlled, phase IIB, dose ranging trial (BLAST-AHF).";"Pang";1;1;2017;618;"0";NA;26;NA;NA;618;384;2014;35,710355987055;607,06;518,31;274,98;407,99;102,82;339;489,04;0,791326860841424;NA;NA;NA;NA;529,07;0,856100323624595;133,725080906149;70,4493527508091;78,5852750809061;0,621359223300971;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"172";"28463462_Chioncel";28463462;"Clinical phenotypes and outcome of patients hospitalized for acute heart failure: the ESC Heart Failure Long-Term Registry.";"Chioncel";0;1;2017;6629;"1";NA;NA;2943;1770;6629;4176;2013;39,2;4680,07;NA;2591,94;NA;1266,14;2008,59;NA;NA;NA;NA;NA;NA;NA;NA;130;NA;88;0,629959269874793;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"173";"28484958_Doering";28484958;"Markers of diuretic resistance in emergency department patients with acute heart failure.";"Doering";0;0;2017;187;"0";NA;8;NA;NA;187;122;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;149;64;NA;0,6524064171123;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"174";"28496020_Jin";28496020;"Predictors of Long-Term Mortality in Patients With Acute Heart Failure,";"Jin";0;0;2017;270;"0";NA;NA;NA;47;287;181;2014;38,5;NA;137,19;58,55;NA;NA;81,8;235,05;0,818989547038328;267,77;0,932996515679442;122,26;0,425993031358885;229,6;0,8;126;60,5;84,3;0,630662020905923;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"175";"28506551_Turcato";28506551;"Early in-hospital variation of red blood cell distribution width predicts mortality in patients with acute heart failure,";"Turcato";0;0;2017;588;"0";NA;87;NA;NA;588;319;2015;NA;NA;563,47;184,32;517,81;206,33;136,6;310,88;0,528707482993197;383,77;0,652670068027211;NA;NA;271,65;0,461989795918367;NA;83,4438775510204;NA;0,542517006802721;"Tanzania";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Africa";NA
"176";"28567084_Lee";28567084;"Clinical Characteristics and Outcome of Acute Heart Failure in Korea: Results from the Korean Acute Heart Failure Registry (KorAHF).";"Lee";0;1;2017;5356;"1";NA;177;NA;975;5625;2992;2012;37,7;2688,75;3498,75;2250;2413,12;NA;1603,12;2148,75;0,382;NA;NA;NA;NA;1591,88;0,283000888888889;131,2;68,5;92,6;0,531911111111111;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"177";"28580623_Herrero_Puente";28580623;"The relationship of circulating relaxin-2 concentrations with short-term prognosis in patients with acute heart failure: the RELAHF study.";"Herrero_Puente";0;1;2017;522;"0";NA;41;NA;NA;522;242;2014;NA;314,77;431,17;204,1;170,17;104,92;264,13;136,24;0,260996168582376;334,08;0,64;78,82;0,150996168582375;183,74;0,351992337164751;142,7;80,9;90,2;0,46360153256705;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"178";"28595171_Shen";28595171;"Serum Irisin Predicts Mortality Risk in Acute Heart Failure Patients,";"Shen";0;0;2017;161;"0";NA;NA;NA;42;161;101;2014;43,4285714285714;NA;66;29;30;NA;43;NA;NA;NA;NA;NA;NA;NA;NA;123,88;58,5714285714286;82,2857142857143;0,627329192546584;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"179";"28625377_Harikrishnan";28625377;"One-year mortality outcomes and hospital readmissions of patients admitted with acute heart failure: Data from the Trivandrum Heart Failure Registry in Kerala, India,";"Harikrishnan";0;1;2017;1205;"0";NA;NA;333;371;1205;834;2014;NA;NA;695,96;662,04;NA;186;177;NA;NA;NA;NA;NA;NA;NA;NA;129,330497925311;61,2;NA;0,692116182572614;"Poland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"180";"28626112_Kiuchi";28626112;"Experience with long-term administration of tolvaptan to patients with acute decompensated heart failure.";"Kiuchi";1;0;2017;209;"1";NA;NA;NA;58;209;109;2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72,5416267942584;NA;0,521531100478469;"North.Korea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"181";"28776539_Wang";28776539;"Characteristics, Management, and Outcomes of Acute Heart Failure in the Emergency Department: A Multicenter Registry Study with 1-year Follow-up in a Chinese Cohort in Beijing.";"Wang";0;1;2017;3049;"0";477;466;1430;984;3049;1621;2012;44;1523,28;1284,54;916,83;NA;NA;848,54;NA;NA;NA;NA;NA;NA;NA;NA;130;71;96;0,531649721220072;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"182";"28826899_Martin_Sanchez";28826899;"Impact of Frailty and Disability on 30-Day Mortality in Older Patients With Acute Heart Failure";"Martin_Sanchez";0;1;2017;596;"0";NA;69;NA;NA;596;233;2012;NA;377,86;528,06;221,12;178,8;135,29;359,98;191,32;0,321006711409396;NA;NA;98,94;0,166006711409396;104,9;0,176006711409396;NA;83,2;NA;0,390939597315436;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"183";"28883217_Uemura";28883217;"Safety and Efficacy of Long-Term Use of Tolvaptan in Patients With Heart Failure and Chronic Kidney Disease.";"Uemura";0;0;2017;99;"1";NA;NA;NA;11;102;61;2014;NA;64,97;67,01;47,02;48,96;NA;52,02;46;0,450980392156863;94,96;0,930980392156863;NA;NA;70,99;0,695980392156863;116,1;74,1;79,4;0,598039215686274;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"184";"28885958_Lin";28885958;"Repeat Hospitalizations Predict Mortality in Patients With Heart Failure.";"Lin";0;1;2017;51286;"0";NA;3795;NA;14001;51286;28207;2009;NA;0;47849,84;27386,72;37592,64;NA;24258,28;NA;NA;NA;NA;NA;NA;NA;NA;NA;76,3;NA;0,549994150450415;"UK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"185";"28890872_Thawabi";28890872;"Cardiac troponin and outcome in decompensated heart failure with preserved ejection fraction";"Thawabi";0;0;2017;363;NA;NA;10;NA;31;363;135;2012;57,96;NA;317,01;189,99;126;NA;109,99;NA;NA;NA;NA;NA;NA;NA;NA;NA;72,51;NA;0,371900826446281;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"186";"28910238_Dadosky";28910238;"Telemanagement of Heart Failure Patients Across the Post-Acute Care Continuum";"Dadosky";0;0;2017;141;"1";31;NA;NA;NA;141;105;2012;NA;96,99;NA;55,98;NA;50,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;129,370638297872;79,8397163120567;76,8382978723404;0,74468085106383;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"187";"28948683_Koh";28948683;"A comprehensive population-based characterization of heart failure with mid-range ejection fraction.";"Koh";0;1;2017;35079;"1";NA;977;NA;5576;41701;26200;2006;NA;NA;25169,36;11355,67;21271,55;NA;23055,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;73,5884031557996;NA;0,6282822953886;"North.Korea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"188";"28948688_van_Boven";28948688;"Serially measured circulating microRNAs and adverse clinical outcomes in patients with acute heart failure";"van_Boven";0;1;2017;456;"0";NA;NA;NA;113;456;289;2011;30;90,29;228;166,44;219,34;NA;193,8;NA;NA;NA;NA;NA;NA;NA;NA;125;73;85;0,633771929824561;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"189";"28956134_Shirakabe";28956134;"Prognostic benefit of maintaining the hemoglobin level during the acute phase in patients with severely decompensated acute heart failure";"Shirakabe";0;0;2017;1109;"0";NA;NA;NA;461;1109;733;2008;35;368,19;808,46;483,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;158;74;111;0,660955816050496;"Slovenia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
