PMID;study.name;author_name;type_Obsv_0_trial_1;mono0_multi1;start;end;published;number_follow_up;number_1_follow_up;number_2_follow_up;number_3_follow_up;number_4_follow_up;number_5_follow_up;number_6_follow_up;d_adm_dis;rehosp_30_all.cause_all;rehosp_30_all.cause_all_.;rehosp_30_all.cause_1;rehosp_30_all.cause_1_.;rehosp_30_all.cause_2;rehosp_30_all.cause_2_.;rehosp_30_all.cause_3;rehosp_30_all.cause_3_.;rehosp_30_all.cause_4;rehosp_30_all.cause_4_.;rehosp_30_all.cause_5;rehosp_30_all.cause_5_.;death_30_all;death_30_all_.;death_30_1;death_30_1_.;death_30_2;death_30_2_.;death_30_3;death_30_3_.;death_30_4;death_30_4_.;death_30_5;death_30_5_.;death_30_6;death_30_6_.;rehosp_365;rehosp_365_.;rehosp_365_1;rehosp_365_1_.;rehosp_365_2;rehosp_365_2_.;rehosp_365_3;rehosp_365_3_.;rehosp_365_4;rehosp_365_4_.;death_365;death_365_.;death_365_1;death_365_1_.;death_365_2;death_365_2_.;death_365_3;death_365_3_.;death_365_4;death_365_4_.;death_365_5;death_365_5_.;death_365_6;death_365_6_.;number_ttt;number_1_ttt;number_2_ttt;number_3_ttt;number_4_ttt;number_5_ttt;number_6_ttt;A_all_ACE;A_ACE_1;A_ACE_2;A_ACE_3;A_ACE_4;A_ACE_5;A_ACE_6;A_all_ARB;A_ARB_1;A_ARB_2;A_ARB_3;A_ARB_4;A_ARB_5;A_all_ACE_ARB;A_ACE_ARB_1;A_ACE_ARB_2;A_ACE_ARB_3;A_ACE_ARB_4;A_ACE_ARB_5;A_all_B;A_B_1;A_B_2;A_B_3;A_B_4;A_B_5;A_B_6;A_all_diuretic;A_diuretic_1;A_diuretic_2;A_diuretic_3;A_diuretic_4;A_diuretic_5;A_all_digoxin;A_digoxin_1;A_digoxin_2;A_digoxin_3;A_digoxin_4;A_digoxin_5;all_median_age;median_age_1;median_age_2;median_age_3;median_age_4;all_mean_age_years;mean_age_1;mean_age_2;mean_age_3;mean_age_4;mean_age_5;mean_age_6;all_gender_male;all_gender_male_.;gender_male_1;gender_male_1_.;gender_male_2;gender_male_2_.;gender_male_3;gender_male_3_.;gender_male_4;gender_male_4_.;gender_male_5;gender_male_5_.;gender_male_6;gender_male_6_.;HF_all;HF_1;HF_2;HF_3;HF_4;HF_5;HF_6;all_HT;HT_1;HT_2;HT_3;HT_4;HT_5;HT_6;all_DM;DM_1;DM_2;DM_3;DM_4;DM_5;DM_6;all_COPD;COPD_1;COPD_2;COPD_3;COPD_4;COPD_5;COPD_6;all_Afib;Afib_1;Afib_2;Afib_3;Afib_4;Afib_5;Afib_6;all_CAD.IHD;CAD.IHD_1;CAD.IHD_2;CAD.IHD_3;CAD.IHD_4;CAD.IHD_5;CAD.IHD_6;all_median_SBP;median_SBP_1;median_SBP_2;median_SBP_3;median_SBP_4;median_SBP_5;median_SBP_6;all_mean_SBP;mean_SBP_1;mean_SBP_2;mean_SBP_3;mean_SBP_4;mean_SBP_5;mean_SBP_6;all_median_HR;median_HR_1;median_HR_2;median_HR_3;median_HR_4;median_HR_5;median_HR_6;all_mean_HR;mean_HR_1;mean_HR_2;mean_HR_3;mean_HR_4;mean_HR_5;mean_HR_6;all_median_EF;median_EF_1;median_EF_2;median_EF_3;median_EF_4;all_mean_EF;mean_EF_1;mean_EF_2;mean_EF_3;mean_EF_4;mean_EF_5;mean_EF_6;;;;;;
28801153;Trends, causes and timing of 30-day readmissions after hospitalization for heart failure : 11-year population-based analysis with linked data;Fernandez_Gasso;0;1;2003;2013;2017;24654;NA;NA;NA;NA;NA;NA;1;4938;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.900000000000006;NA;NA;NA;NA;NA;NA;NA;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
26729609;Descriptive epidemiology and short-term outcome of heart failure hospitalisation in rural Haiti;Kwan;0;0;2013;2014;2016;274;NA;NA;NA;NA;NA;NA;1;18;6.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52.5;NA;NA;NA;NA;NA;NA;125;40.200000000000003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.5;NA;NA;NA;NA;NA;NA;8.3000000000000007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11194290;Clinical Characteristics and Prognosis of Hospitalized Patients With Congestive Heart Failure;Tsuchihashi;0;1;1999;1999;2000;230;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.3000000000000007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;230;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;NA;NA;NA;NA;NA;NA;138;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
15320569;Pre-discharge initiation of beta-blocker therapy in elderly patients hospitalized for acute decompensation of chronic heart failure : an effective strategy for the omplementation of beta-blockade in heart failure;Tarantini;0;1;2000;2001;2004;164;120;44;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;164;120;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49;30;NA;NA;NA;NA;27;27;NA;NA;NA;NA;NA;NA;NA;NA;76;76;78;NA;NA;NA;NA;100;61;75;62;25;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;77;64;NA;NA;NA;NA;31;32;27;NA;NA;NA;NA;30;24;45;NA;NA;NA;NA;26;22;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;125;127;122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;78;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;29;32;NA;NA;NA;NA;;;;;;
9855384;Mortality of the Institutionalized Old-Old Hospitalized With Congestive Heart Failure;Wang;0;0;1989;1995;1998;231;146;85;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146;63;146;100;0;0;NA;NA;NA;NA;NA;NA;NA;NA;231;146;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;89;89;NA;NA;NA;NA;61;26;41;28;20;24;NA;NA;NA;NA;NA;NA;NA;NA;50;51;48;NA;NA;NA;NA;38;32;47;NA;NA;NA;NA;11;12;11;NA;NA;NA;NA;12;10;15;NA;NA;NA;NA;32;28;36;NA;NA;NA;NA;53;51;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
25168191;Renal Dysfunction and Accuracy of N-Terminal Pro-B-Type Natriuretic Peptide in Predicting Mortality for Hospitalized Patients With Heart Failure;Scrutinio;0;1;2006;2012;2014;908;573;335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.4;NA;47.9;NA;NA;NA;NA;NA;NA;NA;NA;908;409;399;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;60;70;72;NA;NA;NA;NA;76.900000000000006;NA;81.7;NA;73.9;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49.7;41.6;55.6;59;NA;NA;NA;31.6;25.4;33.3;50;NA;NA;NA;23.6;19.3;28.1;23;NA;NA;NA;34.799999999999997;28.4;41.1;36;NA;NA;NA;33.299999999999997;26.4;39.6;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;111;110;112;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;29;30;28;NA;NA;NA;;;;;;
25520409;Long-Term Mortality Rates in Acute De Novo Versus Acute-on-Chronic Heart Failure: From the Heart Function Assessment Registry Trial in Saudi Arabia;AlHabib;0;1;2009;2010;2015;2610;940;1670;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;7.6;141;8.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;148;15.8;361;21.6;NA;NA;NA;NA;NA;NA;NA;NA;2610;940;1670;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.9;62.2;NA;NA;NA;NA;NA;NA;650;69.1;1067;63.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.7;73.900000000000006;NA;NA;NA;NA;NA;61.3;65.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;21.7;NA;NA;NA;NA;NA;34.4;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;133.19999999999999;126.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92.2;86.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
25537794;Heart failure prognosis and management in over-80-year-old patients: data from a French national observational retrospective cohort;Vorilhon;0;1;2009;2011;2015;1825;856;969;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.7;NA;20.399999999999999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1825;856;969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66.7;86.6;NA;NA;NA;NA;NA;NA;NA;60;NA;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;68;NA;NA;NA;NA;NA;32;25;NA;NA;NA;NA;NA;14;11;NA;NA;NA;NA;NA;36;43;NA;NA;NA;NA;NA;35;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
25777937;Incidence, prevalence and 1-year all-cause mortality of heart failure in Germany: a study based on electronic healthcare data of more than six million persons;Ohlmeier;0;1;2004;2006;2015;3395;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.9;NA;NA;NA;NA;NA;NA;22;NA;NA;NA;NA;NA;NA;15.7;NA;NA;NA;NA;NA;NA;24.5;NA;NA;NA;NA;NA;NA;24.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
25588532;Predictors of mortality in patients hospitalized for congestive heart failure with left ventricular ejection fraction >40%;Sherazi;0;0;2003;2003;2015;191;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.1;NA;NA;NA;NA;NA;67.900000000000006;NA;NA;NA;NA;NA;NA;89.7;NA;NA;NA;NA;NA;17.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70.2;NA;NA;NA;NA;NA;NA;NA;39.799999999999997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73.400000000000006;NA;NA;NA;NA;NA;NA;43.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31.1;NA;NA;NA;NA;NA;NA;49.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.6;NA;NA;NA;NA;NA;NA;;;;;;
25642610;Psychiatric comorbidity on 30-day readmissions for heart failure, myocardial infarction, and pneumonia;Ahmedani;0;1;2009;2011;2016;89406;NA;NA;NA;NA;NA;NA;1;17948;20.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
25643435;The prognostic significance of serum albumin in patients with acute decompensated systolic heart failure;Polat;0;0;2012;2013;2017;135;94;41;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;29.6;35;37;5;12;NA;NA;NA;NA;NA;NA;NA;NA;135;94;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;64;NA;NA;NA;NA;NA;NA;51;54;22;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;61;NA;NA;NA;NA;NA;40;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;24;NA;NA;NA;NA;NA;53;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;119;128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;29;NA;NA;NA;NA;;;;;;
27488755;Relation between serum sodium levels and clinical outcomes in Turkish patients hospitalized for heart failure: a multi-center retrospective observational study;Avci;0;1;NA;2012;2015;487;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;487;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;NA;NA;NA;NA;65;NA;NA;NA;NA;NA;NA;341;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.4;NA;NA;NA;NA;NA;NA;128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28420549;Predictors of Left Ventricular Functional Recovery and Their Impact on Clinical Outcomes in Patients With Newly Diagnosed Dilated Cardiomyopathy and Heart Failure;Cho;0;0;2010;2011;2017;175;54;121;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;2;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;175;54;121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.3;60.5;NA;NA;NA;NA;NA;NA;31;57.4;79;65.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29.6;34.700000000000003;NA;NA;NA;NA;NA;13;31.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35.200000000000003;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;129.1;121.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90.7;84.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28420862;linical characteristics, treatment, and prognosis of patients with ischemic and nonischemic acute severe heart failure;Ostrega;0;0;2011;2014;2017;112;61;51;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;112;61;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;54.1;NA;NA;NA;NA;NA;NA;NA;84;NA;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;45;NA;NA;NA;NA;NA;54;27;NA;NA;NA;NA;NA;7;8;NA;NA;NA;NA;NA;39;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;27;NA;NA;NA;NA;;;;;;
28457798;Cardiology Consultation in the Emergency Department Reduces Re-hospitalizations for Low-Socioeconomic Patients with Acute Decompensated Heart Failure;Tabit;1;0;2015;2015;2017;784;392;392;NA;NA;NA;NA;1;NA;NA;58;NA;89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;784;392;392;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;46;NA;NA;NA;NA;56;62;NA;NA;NA;NA;NA;67;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.8;65.099999999999994;NA;NA;NA;NA;NA;NA;NA;53;NA;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79;75;NA;NA;NA;NA;NA;31;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;30;NA;NA;NA;NA;NA;40;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;116;117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36.6;36.700000000000003;NA;NA;NA;NA;;;;;;
28648393;Etiologies, Trends, and Predictors of 30-Day Readmissions in Patients With Diastolic Heart Failure;Arora;0;1;2013;2014;2017;192394;NA;NA;NA;NA;NA;NA;1;40927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;192394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37.96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.49;NA;NA;NA;NA;NA;NA;43.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
